Date (YYYY-MM-DD),US10Y Nominal Yield (%),US2Y Nominal Yield (%),US10Y TIPS Real Yield (%),DXY (Dollar Index),USDKRW,US CPI YoY (%),Fed Balance Sheet (Trn USD),MOVE (Bond Vol),VIX (Equity Vol),HY OAS (bps),BTC Price (USD)
2025-10-10,4.13,3.58,1.78,99.3030014038086,1420.010009765625,2.9392196249335534,6.590815,52.626989273565805,16.43000030517578,2.84,121309.484375
