Asset,risk_on,neutral,risk_off
SPY,0.4573410292924276,0.011993435999534759,0.21052631578947367
IEF,0.0,0.5777527888753098,0.0
BIL,0.0,0.0,0.2631578947368421
EEM,0.0,0.011993435999534759,0.0
GLD,0.25407834960690423,0.22944327272441095,0.36842105263157887
QQQ,0.2885806211006683,0.1688170664012096,0.15789473684210525
