Freq,TWR_CAGR,TWR_VOL,TWR_MDD,TWR_Sharpe,MWR_XIRR,Final_Equity,Total_Contrib
W-FRI,0.157214,0.101112,0.232583,1.357054,0.166072,90350861,37000000
