Freq,TWR_CAGR,TWR_VOL,TWR_MDD,TWR_Sharpe,MWR_XIRR,Final_Equity,Total_Contrib
W-FRI,0.17801,0.162355,0.226109,0.973235,0.205377,110575072,37000000
