Asset,risk_on,neutral,risk_off
SPY,0.2625545412305856,0.2619558422248347,0.21052631578947367
IEF,0.43151980788038113,0.4320246337934714,0.0
BIL,0.0,0.0,0.2631578947368421
EEM,0.12083259240758955,0.0,0.0
GLD,0.09965007981473366,0.3060195239816939,0.36842105263157887
QQQ,0.08544297866671016,0.0,0.15789473684210525
