Equity
998000.0
1284650.6011814862
1567341.8576881664
1867764.6575158306
2204021.947368299
2584449.866708791
2889260.478115435
3185755.6249390035
3590482.9282122515
3990186.1499826256
4268170.6297393255
4585463.221207666
4792722.65741366
4950629.411989336
5261397.509339518
5687124.8039363185
6115220.484406268
6445599.160968653
6835628.697582126
7238061.615686537
7521064.473092915
7948471.546247984
8397589.594186652
8639351.653371915
9041178.675324017
9420799.368488241
9838918.691827513
10356239.988736236
10407410.962461589
10695863.783196783
10902938.204818327
11341172.528526533
11591645.942631442
11988669.415557027
12422870.986330794
12627433.901991002
12487377.86346975
12977633.473780701
13160210.840928722
14007071.617580518
14366307.025472265
14992619.549221434
15464945.650508821
15631586.833606118
16574704.245387135
16931578.072281733
17671044.592619628
17904256.942863043
18468387.37418906
18876981.469986644
19446969.916010756
20174052.043986097
20293050.99529298
19992225.93061532
21458672.814616695
22190611.880189873
22935654.176964864
24326952.637306508
25057270.68850556
24939095.488116544
24843757.71335674
26146858.768586542
27082139.139138352
27108154.662857138
27009089.163547162
27174849.528650142
28230432.043078035
28829818.49127143
29529293.83833785
30258115.01795162
30868479.249803565
30219606.934398513
31344477.768021863
31722973.70140866
32371297.83179806
31620980.48155381
31544012.58517706
31583031.045419443
29840209.303996164
29971896.501105707
29178583.610014793
30631735.90377208
29885229.49732113
28149668.863765273
28565435.35349241
30620919.505927436
30069547.38923202
32155623.12494482
31370613.203600917
33095873.004515886
33617501.54259984
33826577.14889486
34778033.48159016
35557805.45748315
35187919.13047482
34003932.14847416
33792400.13231024
36347685.38034807
38203463.54858918
38360844.93961785
39132674.236360475
40324912.02022332
39538492.25937367
40998847.61967722
42214727.828152016
43369064.31101903
44360786.88442914
45756327.95500511
45242026.486946166
46333551.213560976
45594653.4821016
46771348.26617175
47711277.837708175
47589997.202873506
48185207.80516949
49365773.743002385
51275237.10974352
51794028.81302652
52991746.64378292
55354300.14980434
55657047.03750757
998000.0
1317171.2453989177
1298075.1573493516
1599287.238695507
1597222.914476643
1872518.0326050487
1873882.5750797177
1831682.7061015856
2183297.7972440426
2188430.1080762018
2524214.6608246192
2563702.9914695886
2877752.7809578376
2913086.5935790953
3212871.8100688667
3208797.588107866
3486976.074884571
3555537.2814000947
3861136.840640307
3948814.3503491976
3971710.299427659
4329096.630916368
4340911.934595534
4602295.800031717
4561593.089365476
4926941.791241514
4869797.879637618
5164299.80514575
5102386.22096208
5284723.686849547
5266681.019674665
5263819.0867679585
5597753.623633961
5710908.504221635
6020944.343818243
6096016.670975551
6477996.032274057
6388132.371234197
6780952.535142515
6796886.889222294
7158976.112220705
7172299.0852775145
7539747.5552614285
7664765.554424495
7621690.074146071
7879851.261831332
7945119.079896307
8311860.954529926
8328061.3402506495
8684762.465333682
8789193.6810895
9034906.508419873
9040425.722921297
9387370.852500722
9452846.249144055
9785525.195186725
9811744.838854201
9870511.769993523
10214392.961576099
10383794.399679892
10825184.056687217
10289472.35609283
10865938.527538152
10925926.882018244
10981657.781672124
11004310.583607225
11338260.440530593
11332067.38671085
11616934.71667297
11770938.404228378
11800971.90725675
11987198.997107282
12148091.701242924
12381475.055906028
12411367.345116032
12806381.22169882
12664809.83684177
13029085.923204275
12803197.49946238
12959074.4770451
12914597.12312711
12994488.377798658
13365910.676790109
13223492.430445978
13486618.831496812
13747121.959349615
14205442.227028513
14371815.107198326
14836330.22440838
14710192.870408583
15305382.277275354
15483370.802043105
15771931.328904897
15873305.014153121
15670054.439860793
16018915.676044123
16341873.773008667
16969821.107057344
17048564.435482875
17417020.85552898
17494962.22976423
17849687.424359113
18176611.31869937
18388704.230067767
18450577.86669528
18653619.26296062
18949016.106463145
18899760.927826524
19294097.215449505
19419077.584937982
19946649.263086002
20165014.308855798
20650272.009046376
20795979.825223546
21343662.896922942
21267172.240188733
19297838.08858462
20341332.90276959
21894773.682476494
21780555.229159832
22029093.209277067
22739734.65055314
22845305.553087458
23312587.377709374
24074019.019443
24575416.220060226
25168203.67388666
25443079.281320088
25398323.4136906
25451682.05686464
25465109.52327962
25834922.955070484
25412875.8456317
26345177.728393868
26834681.06469664
26964678.757005177
27410541.094190657
27634594.784110673
28116084.034373384
28051164.13993218
28186123.417078137
27341262.405569606
27659515.039416533
28005139.87279155
28600035.097933717
28796689.925720967
28726995.106538367
29402569.563279744
29731053.99032643
29958069.73383664
30376981.477649022
30843871.19695608
30749152.729456946
31072115.117665693
31535836.64623947
31383651.899127156
30954523.95414031
31229715.566490624
31918435.119883295
32317028.885234423
32282408.865333065
32546920.47124767
32866600.001700487
32260578.574449472
32056031.456972033
31945601.99200601
32025386.05345414
32017177.06445595
32118632.71953765
32181033.288558852
31055120.44734129
30401747.716088023
29735658.52716718
30749794.332112327
29699712.87098525
29968669.08145508
29819837.20445525
30653302.80585857
31172721.25589085
31333888.699509606
30224437.67290153
29679890.304086592
28666157.03468479
28252199.007361777
29255708.33636262
30182030.68939715
30804094.418921664
31032453.483744424
30750111.78793944
31421509.792365853
32361164.185834374
32739956.786997333
32386989.960504953
32240125.19313823
32741112.399415344
33666013.07698682
33729391.359232105
34192503.95046044
34044929.97596364
34293993.373502284
34723715.76490582
35147343.955752365
34895239.648383334
35977296.10691627
35476510.113283664
34909445.94705995
35682583.3212798
35254973.7319687
34559048.375978716
34782156.85386173
34273332.2422919
35524197.86806869
36624098.77577985
37188694.00950566
38615827.521660455
38193253.198473595
38674364.70768554
39213571.39621349
39324925.95266666
40080394.32742804
39954142.4868492
40939162.88924572
40384183.29927094
40413709.447580434
41188082.5515141
41911190.67113297
41925651.05444107
43070922.217734925
43545492.385085925
43580826.32712415
43837976.33403034
44651047.30058143
45039643.76489398
45643080.110233925
46596634.12181251
46194220.54548231
46302237.73306143
46649143.72082511
46494887.446589634
47396238.445771076
46563201.226514645
46489381.14353239
46723119.08910201
47465186.90729904
48286240.55477655
48417713.59485784
47789131.36921107
48044870.2476447
47144425.10919635
48618987.880762324
49028948.69749175
49714254.3779787
50372621.376980685
50914470.51805812
52096974.24293297
52339613.29158867
52589232.87178158
53159928.74041083
53755308.88489951
55179635.94475369
55717266.80903451
56431779.55715795
998000.0
1007122.2151034948
1012717.4144904452
1304057.6897663241
1293642.7439475
1274133.2058537106
1295138.5377938673
1589687.3393037103
1593145.0613591922
1573756.3519012965
1572755.2630472814
1890961.2341069286
1874201.239849934
1844672.4914546662
1830728.9924029305
1847142.5346376756
2179466.400483799
2169124.4717095285
2183613.82991526
2208018.2088958216
2515691.9619439496
2554550.4687962863
2554603.6682888833
2582564.687740674
2865373.3369146753
2904653.7813298567
2900767.8345920336
2921009.9361669803
2900419.5767706768
3205205.667581238
3196245.849710673
3193813.825425027
3176469.1778485407
3500640.2637304706
3545281.3723939327
3556416.961555859
3550098.2856470156
3837022.282404731
3937947.218986449
3979419.377787775
3961147.46159072
3978071.3448604844
4317127.882190236
4302161.042814534
4328942.792322277
4321445.478760083
4591025.504402896
4611846.848719978
4550501.280962013
4557038.31535366
4611825.915497004
4911235.927656788
4854644.903920689
4811059.939742013
