Date,0
2015-10-09,998000.0
2015-10-23,1321129.5223444812
2015-11-06,1295858.6186153747
2015-11-20,1590376.6881268143
2015-12-04,1594622.299962331
2015-12-18,1865119.0530056825
2016-01-01,1866158.1366237432
2016-01-15,1860721.2527482617
2016-01-29,2206447.095850227
2016-02-12,2271580.7178074876
2016-02-26,2615416.4811111493
2016-03-11,2667754.61523068
2016-03-25,2979840.7832508893
2016-04-08,3016638.1848190725
2016-04-22,3329193.13294951
2016-05-06,3316950.8137648306
2016-05-20,3570679.056483257
2016-06-03,3639794.4540069145
2016-06-17,3987509.8375811656
2016-07-01,4068883.1222777516
2016-07-15,4101976.7004909497
2016-07-29,4455093.135893492
2016-08-12,4473204.32377051
2016-08-26,4731864.954910642
2016-09-09,4696702.553672446
2016-09-23,5067225.12059809
2016-10-07,5015090.046232812
2016-10-21,5312346.784224527
2016-11-04,5297451.341403991
2016-11-18,5528704.284387216
2016-12-02,5469724.395719159
2016-12-16,5463521.097291058
2016-12-30,5806433.693360109
2017-01-13,5916608.09648888
2017-01-27,6237016.130314558
2017-02-10,6316674.215914639
2017-02-24,6708977.687008364
2017-03-10,6629892.087334608
2017-03-24,7013875.582585989
2017-04-07,7037741.949338238
2017-04-21,7384097.208251135
2017-05-05,7415911.482910101
2017-05-19,7776875.973382819
2017-06-02,7903915.640021822
2017-06-16,7855128.997284207
2017-06-30,8108864.625409403
2017-07-14,8202344.539752822
2017-07-28,8574141.657668196
2017-08-11,8566098.789997566
2017-08-25,8928662.743084395
2017-09-08,9032495.284367021
2017-09-22,9292344.594112128
2017-10-06,9256465.207900312
2017-10-20,9598312.424401743
2017-11-03,9598905.267693093
2017-11-17,9911608.190233214
2017-12-01,9942309.639660606
2017-12-15,9990073.24768544
2017-12-29,10352060.676142907
2018-01-12,10563029.41461635
2018-01-26,11029975.078634437
2018-02-09,10545107.758473076
2018-02-23,10999964.296458539
2018-03-09,11047255.025029972
2018-03-23,11005147.018402833
2018-04-06,11000777.243113521
2018-04-20,11321837.707602581
2018-05-04,11270671.668025825
2018-05-18,11526842.015121048
2018-06-01,11586870.585275823
2018-06-15,11579228.886432078
2018-06-29,11767219.26686094
2018-07-13,11844490.30120681
2018-07-27,12066113.287754457
2018-08-10,12090370.855043074
2018-08-24,12449903.723457964
2018-09-07,12376954.903549414
2018-09-21,12743949.349619495
2018-10-05,12637589.922900341
2018-10-19,12816658.751821468
2018-11-02,12760496.442836454
2018-11-16,12788481.511638274
