Freq,TWR_CAGR,TWR_VOL,TWR_MDD,TWR_Sharpe,MWR_XIRR,Final_Equity,Total_Contrib
2W-FRI,0.104376,0.082429,0.193264,1.02362,0.113194,67785411,37000000
