Date,0
2015-10-09,998000.0
2015-10-16,1007748.8613429074
2015-10-23,1015764.8402797
2015-10-30,1310251.6860278533
2015-11-06,1285526.7110775034
2015-11-13,1261564.623036267
2015-11-20,1276747.3099222633
2015-11-27,1569019.1526920737
2015-12-04,1579717.4781688077
2015-12-11,1570924.5882005836
2015-12-18,1561870.838660961
2015-12-25,1899758.6900033504
2016-01-01,1881110.7112101887
2016-01-08,1885195.7007971937
2016-01-15,1876197.2277303177
2016-01-22,1889013.030433779
2016-01-29,2215711.837504686
2016-02-05,2227758.286254362
2016-02-12,2263794.1778456336
2016-02-19,2308513.1651494317
2016-02-26,2638396.5277081705
2016-03-04,2707547.488133265
2016-03-11,2721557.1025443566
2016-03-18,2749070.469743273
2016-03-25,3017132.5268732635
2016-04-01,3072065.514733606
2016-04-08,3054721.703937605
2016-04-15,3087050.114999027
2016-04-22,3081570.4680913165
2016-04-29,3374820.2316559297
2016-05-06,3365707.5874166726
2016-05-13,3347583.600601918
2016-05-20,3310352.699040233
2016-05-27,3604602.6169003155
2016-06-03,3621575.5699498965
2016-06-10,3631423.0998494867
2016-06-17,3607757.848213327
2016-06-24,3908384.8711264883
2016-07-01,4017896.490592879
2016-07-08,4082384.8879192607
2016-07-15,4097081.1544399513
2016-07-22,4124865.769121167
2016-07-29,4464901.288204213
2016-08-05,4479624.947161435
2016-08-12,4485565.066053411
2016-08-19,4492078.386715155
2016-08-26,4755613.678473722
2016-09-02,4757575.609444931
2016-09-09,4724927.682620856
2016-09-16,4735749.64406918
2016-09-23,4788210.676184955
2016-09-30,5076032.6183056
2016-10-07,4998861.320760725
2016-10-14,4960906.967734672
2016-10-21,4986226.68090747
2016-10-28,5275729.900188191
2016-11-04,5281149.324155914
2016-11-11,5210946.773962392
2016-11-18,5201221.033395198
2016-11-25,5516883.8683709195
2016-12-02,5471950.213380275
2016-12-09,5469078.773367084
2016-12-16,5431004.411371781
2016-12-23,5444729.946807975
2016-12-30,5718351.976477103
2017-01-06,5837825.16886804
2017-01-13,5885591.365091467
2017-01-20,5894155.693254995
2017-01-27,6237660.5089676585
2017-02-03,6277419.693253234
2017-02-10,6349277.397164806
2017-02-17,6430231.528631884
2017-02-24,6787920.777552793
2017-03-03,6789825.062996269
2017-03-10,6717291.160966638
2017-03-17,6748481.705383661
2017-03-24,6718936.183765617
2017-03-31,7069776.850785888
2017-04-07,7067248.769738012
2017-04-14,7053217.029022768
2017-04-21,7111550.5936916685
