Last Date,10Y–2Y Curve (bps),10Y Breakeven (bps),Real Yield Δ3M (bp),Real Yield Δ1Y (bp),DXY Δ3M,DXY Δ1Y,USDKRW Δ3M,USDKRW Δ1Y,Liquidity Δ3M (Trn USD),Liquidity Δ1Y (Trn USD),Curve Δ3M (bps),Curve Δ1Y (bps),Curve Regime,Risk-Off Score,Risk-On Score,DXY ticker used,VIX ticker used,BTC ticker used
2025-10-10,54.999999999999986,234.99999999999997,-19.999999999999996,-16.999999999999993,-0.7269973754882812,-4.677001953125,27.489990234375,41.4400634765625,-0.051763000000000225,-0.4226749999999999,11.999999999999972,42.99999999999997,Bull steepening,0,1,DX-Y.NYB,^VIX,BTC-USD
